Origin,Dest,OriginCityName,DestCityName,OriginStateName,DestStateName,LatitudeDep,LongitudeDep,LatitudeArr,LongitudeArr
LIT,MCO,"Little Rock, AR","Orlando, FL",Arkansas,Florida,34.7311,-92.2246,28.4129,-81.3094
MCO,IND,"Orlando, FL","Indianapolis, IN",Florida,Indiana,28.4129,-81.3094,39.7163,-86.2951
IND,MCO,"Indianapolis, IN","Orlando, FL",Indiana,Florida,39.7163,-86.2951,28.4129,-81.3094
LAS,GEG,"Las Vegas, NV","Spokane, WA",Nevada,Washington,36.0861,-115.1611,47.62,-117.5424
GEG,LAS,"Spokane, WA","Las Vegas, NV",Washington,Nevada,47.62,-117.5424,36.0861,-115.1611
LAS,XNA,"Las Vegas, NV","Fayetteville, AR",Nevada,Arkansas,36.0861,-115.1611,36.2798,-94.3026
XNA,LAS,"Fayetteville, AR","Las Vegas, NV",Arkansas,Nevada,36.2798,-94.3026,36.0861,-115.1611
LAS,IND,"Las Vegas, NV","Indianapolis, IN",Nevada,Indiana,36.0861,-115.1611,39.7163,-86.2951
IND,LAS,"Indianapolis, IN","Las Vegas, NV",Indiana,Nevada,39.7163,-86.2951,36.0861,-115.1611
PHL,BOS,"Philadelphia, PA","Boston, MA",Pennsylvania,Massachusetts,39.875,-75.2352,42.3632,-71.0136
BOS,PHL,"Boston, MA","Philadelphia, PA",Massachusetts,Pennsylvania,42.3632,-71.0136,39.875,-75.2352
DEN,MDT,"Denver, CO","Harrisburg, PA",Colorado,Pennsylvania,39.8607,-104.6854,40.1932,-76.7529
MDT,DEN,"Harrisburg, PA","Denver, CO",Pennsylvania,Colorado,40.1932,-76.7529,39.8607,-104.6854
LAS,HRL,"Las Vegas, NV","Harlingen/San Benito, TX",Nevada,Texas,36.0861,-115.1611,26.23,-97.6537
HRL,LAS,"Harlingen/San Benito, TX","Las Vegas, NV",Texas,Nevada,26.23,-97.6537,36.0861,-115.1611
MCO,ALB,"Orlando, FL","Albany, NY",Florida,New York,28.4129,-81.3094,42.748,-73.7986
ALB,MCO,"Albany, NY","Orlando, FL",New York,Florida,42.748,-73.7986,28.4129,-81.3094
BUF,RDU,"Buffalo, NY","Raleigh/Durham, NC",New York,North Carolina,42.9402,-78.7308,35.8804,-78.7872
RDU,BUF,"Raleigh/Durham, NC","Buffalo, NY",North Carolina,New York,35.8804,-78.7872,42.9402,-78.7308
MCO,STT,"Orlando, FL","Charlotte Amalie, VI",Florida,U.S. Virgin Islands,28.4129,-81.3094,18.3348,-64.9725
STT,MCO,"Charlotte Amalie, VI","Orlando, FL",U.S. Virgin Islands,Florida,18.3348,-64.9725,28.4129,-81.3094
MCO,HRL,"Orlando, FL","Harlingen/San Benito, TX",Florida,Texas,28.4129,-81.3094,26.23,-97.6537
HRL,MCO,"Harlingen/San Benito, TX","Orlando, FL",Texas,Florida,26.23,-97.6537,28.4129,-81.3094
RDU,ALB,"Raleigh/Durham, NC","Albany, NY",North Carolina,New York,35.8804,-78.7872,42.748,-73.7986
ALB,RDU,"Albany, NY","Raleigh/Durham, NC",New York,North Carolina,42.748,-73.7986,35.8804,-78.7872
LAS,OKC,"Las Vegas, NV","Oklahoma City, OK",Nevada,Oklahoma,36.0861,-115.1611,35.3848,-97.6053
OKC,LAS,"Oklahoma City, OK","Las Vegas, NV",Oklahoma,Nevada,35.3848,-97.6053,36.0861,-115.1611
LAS,MKE,"Las Vegas, NV","Milwaukee, WI",Nevada,Wisconsin,36.0861,-115.1611,42.9465,-87.8973
MKE,LAS,"Milwaukee, WI","Las Vegas, NV",Wisconsin,Nevada,42.9465,-87.8973,36.0861,-115.1611
MCO,BNA,"Orlando, FL","Nashville, TN",Florida,Tennessee,28.4129,-81.3094,36.1196,-86.6831
BNA,MCO,"Nashville, TN","Orlando, FL",Tennessee,Florida,36.1196,-86.6831,28.4129,-81.3094
MCO,PNS,"Orlando, FL","Pensacola, FL",Florida,Florida,28.4129,-81.3094,30.4726,-87.1881
PNS,MCO,"Pensacola, FL","Orlando, FL",Florida,Florida,30.4726,-87.1881,28.4129,-81.3094
MCO,SYR,"Orlando, FL","Syracuse, NY",Florida,New York,28.4129,-81.3094,43.1142,-76.1191
SYR,MCO,"Syracuse, NY","Orlando, FL",New York,Florida,43.1142,-76.1191,28.4129,-81.3094
DEN,MYR,"Denver, CO","Myrtle Beach, SC",Colorado,South Carolina,39.8607,-104.6854,33.6806,-78.9291
MYR,DEN,"Myrtle Beach, SC","Denver, CO",South Carolina,Colorado,33.6806,-78.9291,39.8607,-104.6854
MCO,ILG,"Orlando, FL","Wilmington, DE",Florida,Delaware,28.4129,-81.3094,39.6797,-75.6076
ILG,MCO,"Wilmington, DE","Orlando, FL",Delaware,Florida,39.6797,-75.6076,28.4129,-81.3094
MIA,CVG,"Miami, FL","Cincinnati, OH",Florida,Kentucky,25.795,-80.2867,39.0499,-84.6652
CVG,MIA,"Cincinnati, OH","Miami, FL",Kentucky,Florida,39.0499,-84.6652,25.795,-80.2867
LAS,MIA,"Las Vegas, NV","Miami, FL",Nevada,Florida,36.0861,-115.1611,25.795,-80.2867
LAS,DRO,"Las Vegas, NV","Durango, CO",Nevada,Colorado,36.0861,-115.1611,37.1528,-107.7586
DRO,LAS,"Durango, CO","Las Vegas, NV",Colorado,Nevada,37.1528,-107.7586,36.0861,-115.1611
MIA,LAS,"Miami, FL","Las Vegas, NV",Florida,Nevada,25.795,-80.2867,36.0861,-115.1611
MCO,ONT,"Orlando, FL","Ontario, CA",Florida,California,28.4129,-81.3094,34.0556,-117.6014
ONT,MCO,"Ontario, CA","Orlando, FL",California,Florida,34.0556,-117.6014,28.4129,-81.3094
PHL,PBI,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",Pennsylvania,Florida,39.875,-75.2352,26.6859,-80.0925
PBI,PHL,"West Palm Beach/Palm Beach, FL","Philadelphia, PA",Florida,Pennsylvania,26.6859,-80.0925,39.875,-75.2352
PHL,SRQ,"Philadelphia, PA","Sarasota/Bradenton, FL",Pennsylvania,Florida,39.875,-75.2352,27.396,-82.5541
SRQ,PHL,"Sarasota/Bradenton, FL","Philadelphia, PA",Florida,Pennsylvania,27.396,-82.5541,39.875,-75.2352
PHL,SAT,"Philadelphia, PA","San Antonio, TX",Pennsylvania,Texas,39.875,-75.2352,29.5334,-98.4692
SAT,PHL,"San Antonio, TX","Philadelphia, PA",Texas,Pennsylvania,29.5334,-98.4692,39.875,-75.2352
TPA,SJU,"Tampa, FL","San Juan, PR",Florida,Puerto Rico,27.9792,-82.5349,18.4432,-65.9974
SJU,TPA,"San Juan, PR","Tampa, FL",Puerto Rico,Florida,18.4432,-65.9974,27.9792,-82.5349
JAX,BLV,"Jacksonville, FL","Belleville, IL",Florida,Illinois,30.3322,-81.6557,38.5461,-89.82
IDA,AZA,"Idaho Falls, ID","Phoenix, AZ",Idaho,Arizona,43.5152,-112.0661,33.3059,-111.6526
PIE,DSM,"St. Petersburg, FL","Des Moines, IA",Florida,Iowa,27.9099,-82.6877,41.5345,-93.6592
PIE,PIT,"St. Petersburg, FL","Pittsburgh, PA",Florida,Pennsylvania,27.9099,-82.6877,40.4918,-80.237
GRR,LAS,"Grand Rapids, MI","Las Vegas, NV",Michigan,Nevada,42.8766,-85.5363,36.0861,-115.1611
LEX,FLL,"Lexington, KY","Fort Lauderdale, FL",Kentucky,Florida,38.0348,-84.6049,26.072,-80.151
TYS,PIE,"Knoxville, TN","St. Petersburg, FL",Tennessee,Florida,35.8096,-83.9989,27.9099,-82.6877
PIE,LIT,"St. Petersburg, FL","Little Rock, AR",Florida,Arkansas,27.9099,-82.6877,34.7311,-92.2246
FLL,TYS,"Fort Lauderdale, FL","Knoxville, TN",Florida,Tennessee,26.072,-80.151,35.8096,-83.9989
SHV,LAX,"Shreveport, LA","Los Angeles, CA",Louisiana,California,32.4451,-93.8267,33.9422,-118.4214
PGD,PIT,"Punta Gorda, FL","Pittsburgh, PA",Florida,Pennsylvania,26.9194,-81.993,40.4918,-80.237
IND,SRQ,"Indianapolis, IN","Sarasota/Bradenton, FL",Indiana,Florida,39.7163,-86.2951,27.396,-82.5541
SRQ,IND,"Sarasota/Bradenton, FL","Indianapolis, IN",Florida,Indiana,27.396,-82.5541,39.7163,-86.2951
SGF,SFB,"Springfield, MO","Sanford, FL",Missouri,Florida,37.243,-93.3889,28.776,-81.2412
AVL,FLL,"Asheville, NC","Fort Lauderdale, FL",North Carolina,Florida,35.4364,-82.5409,26.072,-80.151
LCK,FLL,"Columbus, OH","Fort Lauderdale, FL",Ohio,Florida,39.8132,-82.9342,26.072,-80.151
MFE,LAX,"Mission/McAllen/Edinburg, TX","Los Angeles, CA",Texas,California,26.1763,-98.2396,33.9422,-118.4214
LAS,ICT,"Las Vegas, NV","Wichita, KS",Nevada,Kansas,36.0861,-115.1611,37.6493,-97.4323
LEX,MYR,"Lexington, KY","Myrtle Beach, SC",Kentucky,South Carolina,38.0348,-84.6049,33.6806,-78.9291
CVG,MYR,"Cincinnati, OH","Myrtle Beach, SC",Kentucky,South Carolina,39.0499,-84.6652,33.6806,-78.9291
ATW,FLL,"Appleton, WI","Fort Lauderdale, FL",Wisconsin,Florida,44.2566,-88.5217,26.072,-80.151
CVG,VPS,"Cincinnati, OH","Valparaiso, FL",Kentucky,Florida,39.0499,-84.6652,30.4863,-86.5134
PVU,SNA,"Provo, UT","Santa Ana, CA",Utah,California,40.2192,-111.7206,33.6742,-117.868
PIA,FLL,"Peoria, IL","Fort Lauderdale, FL",Illinois,Florida,40.6652,-89.6968,26.072,-80.151
BWI,AVL,"Baltimore, MD","Asheville, NC",Maryland,North Carolina,39.1747,-76.6708,35.4364,-82.5409
BOI,SNA,"Boise, ID","Santa Ana, CA",Idaho,California,43.5599,-116.2078,33.6742,-117.868
EUG,LAS,"Eugene, OR","Las Vegas, NV",Oregon,Nevada,44.1242,-123.2149,36.0861,-115.1611
FLL,LCK,"Fort Lauderdale, FL","Columbus, OH",Florida,Ohio,26.072,-80.151,39.8132,-82.9342
HTS,SFB,"Ashland, WV","Sanford, FL",West Virginia,Florida,38.368,-82.5596,28.776,-81.2412
CVG,PGD,"Cincinnati, OH","Punta Gorda, FL",Kentucky,Florida,39.0499,-84.6652,26.9194,-81.993
IND,FLL,"Indianapolis, IN","Fort Lauderdale, FL",Indiana,Florida,39.7163,-86.2951,26.072,-80.151
IND,AUS,"Indianapolis, IN","Austin, TX",Indiana,Texas,39.7163,-86.2951,30.1935,-97.665
PGD,CID,"Punta Gorda, FL","Cedar Rapids/Iowa City, IA",Florida,Iowa,26.9194,-81.993,41.8853,-91.7147
AZA,FCA,"Phoenix, AZ","Kalispell, MT",Arizona,Montana,33.3059,-111.6526,48.3108,-114.2557
MYR,HTS,"Myrtle Beach, SC","Ashland, WV",South Carolina,West Virginia,33.6806,-78.9291,38.368,-82.5596
TUL,LAS,"Tulsa, OK","Las Vegas, NV",Oklahoma,Nevada,36.201,-95.8868,36.0861,-115.1611
PIT,MYR,"Pittsburgh, PA","Myrtle Beach, SC",Pennsylvania,South Carolina,40.4918,-80.237,33.6806,-78.9291
PDX,GRR,"Portland, OR","Grand Rapids, MI",Oregon,Michigan,45.5871,-122.5928,42.8766,-85.5363
AVL,SFB,"Asheville, NC","Sanford, FL",North Carolina,Florida,35.4364,-82.5409,28.776,-81.2412
BLV,VPS,"Belleville, IL","Valparaiso, FL",Illinois,Florida,38.5461,-89.82,30.4863,-86.5134
IND,SFB,"Indianapolis, IN","Sanford, FL",Indiana,Florida,39.7163,-86.2951,28.776,-81.2412
PIE,MDT,"St. Petersburg, FL","Harrisburg, PA",Florida,Pennsylvania,27.9099,-82.6877,40.1932,-76.7529
SDF,FLL,"Louisville, KY","Fort Lauderdale, FL",Kentucky,Florida,38.1717,-85.7354,26.072,-80.151
PIE,ROA,"St. Petersburg, FL","Roanoke, VA",Florida,Virginia,27.9099,-82.6877,37.3244,-79.9768
RAP,LAS,"Rapid City, SD","Las Vegas, NV",South Dakota,Nevada,44.0448,-103.0607,36.0861,-115.1611
BZN,AZA,"Bozeman, MT","Phoenix, AZ",Montana,Arizona,45.7835,-111.157,33.3059,-111.6526
LAX,GJT,"Los Angeles, CA","Grand Junction, CO",California,Colorado,33.9422,-118.4214,39.1234,-108.5244
SAN,FSD,"San Diego, CA","Sioux Falls, SD",California,South Dakota,32.7334,-117.1922,43.5827,-96.7412
PIE,PIA,"St. Petersburg, FL","Peoria, IL",Florida,Illinois,27.9099,-82.6877,40.6652,-89.6968
AVL,BOS,"Asheville, NC","Boston, MA",North Carolina,Massachusetts,35.4364,-82.5409,42.3632,-71.0136
MYR,MDT,"Myrtle Beach, SC","Harrisburg, PA",South Carolina,Pennsylvania,33.6806,-78.9291,40.1932,-76.7529
PVU,AUS,"Provo, UT","Austin, TX",Utah,Texas,40.2192,-111.7206,30.1935,-97.665
BNA,ALB,"Nashville, TN","Albany, NY",Tennessee,New York,36.1196,-86.6831,42.748,-73.7986
SCK,PHX,"Stockton, CA","Phoenix, AZ",California,Arizona,37.8944,-121.2436,33.4328,-112.0068
GEG,AZA,"Spokane, WA","Phoenix, AZ",Washington,Arizona,47.62,-117.5424,33.3059,-111.6526
PIT,JAX,"Pittsburgh, PA","Jacksonville, FL",Pennsylvania,Florida,40.4918,-80.237,30.3322,-81.6557
SFB,PIT,"Sanford, FL","Pittsburgh, PA",Florida,Pennsylvania,28.776,-81.2412,40.4918,-80.237
IND,PGD,"Indianapolis, IN","Punta Gorda, FL",Indiana,Florida,39.7163,-86.2951,26.9194,-81.993
MYR,SWF,"Myrtle Beach, SC","Newburgh/Poughkeepsie, NY",South Carolina,New York,33.6806,-78.9291,41.5021,-74.1212
JAX,CVG,"Jacksonville, FL","Cincinnati, OH",Florida,Kentucky,30.3322,-81.6557,39.0499,-84.6652
FLL,PBG,"Fort Lauderdale, FL","Plattsburgh, NY",Florida,New York,26.072,-80.151,44.6517,-73.4644
HTS,VPS,"Ashland, WV","Valparaiso, FL",West Virginia,Florida,38.368,-82.5596,30.4863,-86.5134
PGD,DSM,"Punta Gorda, FL","Des Moines, IA",Florida,Iowa,26.9194,-81.993,41.5345,-93.6592
PGD,SWF,"Punta Gorda, FL","Newburgh/Poughkeepsie, NY",Florida,New York,26.9194,-81.993,41.5021,-74.1212
LAS,FCA,"Las Vegas, NV","Kalispell, MT",Nevada,Montana,36.0861,-115.1611,48.3108,-114.2557
LAS,SCK,"Las Vegas, NV","Stockton, CA",Nevada,California,36.0861,-115.1611,37.8944,-121.2436
AVL,EYW,"Asheville, NC","Key West, FL",North Carolina,Florida,35.4364,-82.5409,24.5555,-81.7596
FWA,LAS,"Fort Wayne, IN","Las Vegas, NV",Indiana,Nevada,40.9798,-85.1879,36.0861,-115.1611
PIT,SRQ,"Pittsburgh, PA","Sarasota/Bradenton, FL",Pennsylvania,Florida,40.4918,-80.237,27.396,-82.5541
AZA,PIA,"Phoenix, AZ","Peoria, IL",Arizona,Illinois,33.3059,-111.6526,40.6652,-89.6968
SFB,AVL,"Sanford, FL","Asheville, NC",Florida,North Carolina,28.776,-81.2412,35.4364,-82.5409
SRQ,CVG,"Sarasota/Bradenton, FL","Cincinnati, OH",Florida,Kentucky,27.396,-82.5541,39.0499,-84.6652
CVG,SFB,"Cincinnati, OH","Sanford, FL",Kentucky,Florida,39.0499,-84.6652,28.776,-81.2412
GRI,AZA,"Grand Island, NE","Phoenix, AZ",Nebraska,Arizona,40.9705,-98.3075,33.3059,-111.6526
AZA,SNA,"Phoenix, AZ","Santa Ana, CA",Arizona,California,33.3059,-111.6526,33.6742,-117.868
PGD,USA,"Punta Gorda, FL","Concord, NC",Florida,North Carolina,26.9194,-81.993,35.673,-79.0393
PGD,PIA,"Punta Gorda, FL","Peoria, IL",Florida,Illinois,26.9194,-81.993,40.6652,-89.6968
SFB,AUS,"Sanford, FL","Austin, TX",Florida,Texas,28.776,-81.2412,30.1935,-97.665
PVU,HOU,"Provo, UT","Houston, TX",Utah,Texas,40.2192,-111.7206,29.6471,-95.2769
AZA,BIS,"Phoenix, AZ","Bismarck/Mandan, ND",Arizona,North Dakota,33.3059,-111.6526,46.7733,-100.7472
PGD,TOL,"Punta Gorda, FL","Toledo, OH",Florida,Ohio,26.9194,-81.993,41.5864,-83.8131
MYR,LEX,"Myrtle Beach, SC","Lexington, KY",South Carolina,Kentucky,33.6806,-78.9291,38.0348,-84.6049
SGF,LAX,"Springfield, MO","Los Angeles, CA",Missouri,California,37.243,-93.3889,33.9422,-118.4214
SFB,ALB,"Sanford, FL","Albany, NY",Florida,New York,28.776,-81.2412,42.748,-73.7986
BLV,SFB,"Belleville, IL","Sanford, FL",Illinois,Florida,38.5461,-89.82,28.776,-81.2412
MDW,AVL,"Chicago, IL","Asheville, NC",Illinois,North Carolina,41.7855,-87.7517,35.4364,-82.5409
PIE,USA,"St. Petersburg, FL","Concord, NC",Florida,North Carolina,27.9099,-82.6877,35.673,-79.0393
ABE,PGD,"Allentown/Bethlehem/Easton, PA","Punta Gorda, FL",Pennsylvania,Florida,40.6511,-75.4422,26.9194,-81.993
SRQ,LCK,"Sarasota/Bradenton, FL","Columbus, OH",Florida,Ohio,27.396,-82.5541,39.8132,-82.9342
FNT,PGD,"Flint, MI","Punta Gorda, FL",Michigan,Florida,42.9606,-83.7457,26.9194,-81.993
IDA,SNA,"Idaho Falls, ID","Santa Ana, CA",Idaho,California,43.5152,-112.0661,33.6742,-117.868
AVL,HOU,"Asheville, NC","Houston, TX",North Carolina,Texas,35.4364,-82.5409,29.6471,-95.2769
ORF,CVG,"Norfolk, VA","Cincinnati, OH",Virginia,Kentucky,36.8947,-76.2023,39.0499,-84.6652
SYR,PIE,"Syracuse, NY","St. Petersburg, FL",New York,Florida,43.1142,-76.1191,27.9099,-82.6877
AUS,AVL,"Austin, TX","Asheville, NC",Texas,North Carolina,30.1935,-97.665,35.4364,-82.5409
PGD,MDW,"Punta Gorda, FL","Chicago, IL",Florida,Illinois,26.9194,-81.993,41.7855,-87.7517
DSM,EWR,"Des Moines, IA","Newark, NJ",Iowa,New Jersey,41.5345,-93.6592,40.6891,-74.1773
PGD,AVL,"Punta Gorda, FL","Asheville, NC",Florida,North Carolina,26.9194,-81.993,35.4364,-82.5409
PIE,AVL,"St. Petersburg, FL","Asheville, NC",Florida,North Carolina,27.9099,-82.6877,35.4364,-82.5409
FAT,LAS,"Fresno, CA","Las Vegas, NV",California,Nevada,36.776,-119.7197,36.0861,-115.1611
LCK,MYR,"Columbus, OH","Myrtle Beach, SC",Ohio,South Carolina,39.8132,-82.9342,33.6806,-78.9291
MYR,CKB,"Myrtle Beach, SC","Clarksburg/Fairmont, WV",South Carolina,West Virginia,33.6806,-78.9291,39.2995,-80.2284
AZA,TVC,"Phoenix, AZ","Traverse City, MI",Arizona,Michigan,33.3059,-111.6526,44.7417,-85.5803
VPS,CKB,"Valparaiso, FL","Clarksburg/Fairmont, WV",Florida,West Virginia,30.4863,-86.5134,39.2995,-80.2284
HOU,TYS,"Houston, TX","Knoxville, TN",Texas,Tennessee,29.6471,-95.2769,35.8096,-83.9989
DSM,AUS,"Des Moines, IA","Austin, TX",Iowa,Texas,41.5345,-93.6592,30.1935,-97.665
PIE,CKB,"St. Petersburg, FL","Clarksburg/Fairmont, WV",Florida,West Virginia,27.9099,-82.6877,39.2995,-80.2284
ALB,SFB,"Albany, NY","Sanford, FL",New York,Florida,42.748,-73.7986,28.776,-81.2412
AZA,EUG,"Phoenix, AZ","Eugene, OR",Arizona,Oregon,33.3059,-111.6526,44.1242,-123.2149
FSD,PGD,"Sioux Falls, SD","Punta Gorda, FL",South Dakota,Florida,43.5827,-96.7412,26.9194,-81.993
SRQ,CAK,"Sarasota/Bradenton, FL","Akron, OH",Florida,Ohio,27.396,-82.5541,40.9152,-81.4399
CAK,PGD,"Akron, OH","Punta Gorda, FL",Ohio,Florida,40.9152,-81.4399,26.9194,-81.993
PGD,IND,"Punta Gorda, FL","Indianapolis, IN",Florida,Indiana,26.9194,-81.993,39.7163,-86.2951
XNA,PIE,"Fayetteville, AR","St. Petersburg, FL",Arkansas,Florida,36.2798,-94.3026,27.9099,-82.6877
FNT,SRQ,"Flint, MI","Sarasota/Bradenton, FL",Michigan,Florida,42.9606,-83.7457,27.396,-82.5541
BLV,PIE,"Belleville, IL","St. Petersburg, FL",Illinois,Florida,38.5461,-89.82,27.9099,-82.6877
PIE,IND,"St. Petersburg, FL","Indianapolis, IN",Florida,Indiana,27.9099,-82.6877,39.7163,-86.2951
SBN,LAS,"South Bend, IN","Las Vegas, NV",Indiana,Nevada,41.7091,-86.3233,36.0861,-115.1611
PIE,ORF,"St. Petersburg, FL","Norfolk, VA",Florida,Virginia,27.9099,-82.6877,36.8947,-76.2023
LCK,SAV,"Columbus, OH","Savannah, GA",Ohio,Georgia,39.8132,-82.9342,32.1242,-81.1977
BGR,PIE,"Bangor, ME","St. Petersburg, FL",Maine,Florida,44.8073,-68.8194,27.9099,-82.6877
SFB,TYS,"Sanford, FL","Knoxville, TN",Florida,Tennessee,28.776,-81.2412,35.8096,-83.9989
FLL,AVL,"Fort Lauderdale, FL","Asheville, NC",Florida,North Carolina,26.072,-80.151,35.4364,-82.5409
SFB,IND,"Sanford, FL","Indianapolis, IN",Florida,Indiana,28.776,-81.2412,39.7163,-86.2951
SNA,FSD,"Santa Ana, CA","Sioux Falls, SD",California,South Dakota,33.6742,-117.868,43.5827,-96.7412
MYR,SYR,"Myrtle Beach, SC","Syracuse, NY",South Carolina,New York,33.6806,-78.9291,43.1142,-76.1191
AZA,SGF,"Phoenix, AZ","Springfield, MO",Arizona,Missouri,33.3059,-111.6526,37.243,-93.3889
AZA,BLI,"Phoenix, AZ","Bellingham, WA",Arizona,Washington,33.3059,-111.6526,48.7937,-122.536
LAS,MFE,"Las Vegas, NV","Mission/McAllen/Edinburg, TX",Nevada,Texas,36.0861,-115.1611,26.1763,-98.2396
CVG,SRQ,"Cincinnati, OH","Sarasota/Bradenton, FL",Kentucky,Florida,39.0499,-84.6652,27.396,-82.5541
PIT,MLB,"Pittsburgh, PA","Melbourne, FL",Pennsylvania,Florida,40.4918,-80.237,28.1017,-80.6482
XNA,FLL,"Fayetteville, AR","Fort Lauderdale, FL",Arkansas,Florida,36.2798,-94.3026,26.072,-80.151
EWR,DSM,"Newark, NJ","Des Moines, IA",New Jersey,Iowa,40.6891,-74.1773,41.5345,-93.6592
IND,CHS,"Indianapolis, IN","Charleston, SC",Indiana,South Carolina,39.7163,-86.2951,32.9004,-80.0514
SFB,HGR,"Sanford, FL","Hagerstown, MD",Florida,Maryland,28.776,-81.2412,39.7088,-77.7268
SYR,BNA,"Syracuse, NY","Nashville, TN",New York,Tennessee,43.1142,-76.1191,36.1196,-86.6831
FLL,MEM,"Fort Lauderdale, FL","Memphis, TN",Florida,Tennessee,26.072,-80.151,35.0463,-89.9769
RDU,PGD,"Raleigh/Durham, NC","Punta Gorda, FL",North Carolina,Florida,35.8804,-78.7872,26.9194,-81.993
VPS,SHV,"Valparaiso, FL","Shreveport, LA",Florida,Louisiana,30.4863,-86.5134,32.4451,-93.8267
LAX,BLI,"Los Angeles, CA","Bellingham, WA",California,Washington,33.9422,-118.4214,48.7937,-122.536
HOU,AZA,"Houston, TX","Phoenix, AZ",Texas,Arizona,29.6471,-95.2769,33.3059,-111.6526
SFB,ABE,"Sanford, FL","Allentown/Bethlehem/Easton, PA",Florida,Pennsylvania,28.776,-81.2412,40.6511,-75.4422
BIL,LAS,"Billings, MT","Las Vegas, NV",Montana,Nevada,45.8092,-108.5477,36.0861,-115.1611
PIE,FWA,"St. Petersburg, FL","Fort Wayne, IN",Florida,Indiana,27.9099,-82.6877,40.9798,-85.1879
PIE,CID,"St. Petersburg, FL","Cedar Rapids/Iowa City, IA",Florida,Iowa,27.9099,-82.6877,41.8853,-91.7147
EUG,AZA,"Eugene, OR","Phoenix, AZ",Oregon,Arizona,44.1242,-123.2149,33.3059,-111.6526
SFB,LEX,"Sanford, FL","Lexington, KY",Florida,Kentucky,28.776,-81.2412,38.0348,-84.6049
DEN,AVL,"Denver, CO","Asheville, NC",Colorado,North Carolina,39.8607,-104.6854,35.4364,-82.5409
PGD,ALB,"Punta Gorda, FL","Albany, NY",Florida,New York,26.9194,-81.993,42.748,-73.7986
PIE,IAG,"St. Petersburg, FL","Niagara Falls, NY",Florida,New York,27.9099,-82.6877,43.1073,-78.9523
PIE,MEM,"St. Petersburg, FL","Memphis, TN",Florida,Tennessee,27.9099,-82.6877,35.0463,-89.9769
PIE,ATW,"St. Petersburg, FL","Appleton, WI",Florida,Wisconsin,27.9099,-82.6877,44.2566,-88.5217
CVG,PIE,"Cincinnati, OH","St. Petersburg, FL",Kentucky,Florida,39.0499,-84.6652,27.9099,-82.6877
VPS,XNA,"Valparaiso, FL","Fayetteville, AR",Florida,Arkansas,30.4863,-86.5134,36.2798,-94.3026
OMA,AZA,"Omaha, NE","Phoenix, AZ",Nebraska,Arizona,41.3011,-95.8899,33.3059,-111.6526
MSO,AZA,"Missoula, MT","Phoenix, AZ",Montana,Arizona,46.9168,-114.0878,33.3059,-111.6526
PGD,XNA,"Punta Gorda, FL","Fayetteville, AR",Florida,Arkansas,26.9194,-81.993,36.2798,-94.3026
HTS,MYR,"Ashland, WV","Myrtle Beach, SC",West Virginia,South Carolina,38.368,-82.5596,33.6806,-78.9291
LAS,AMA,"Las Vegas, NV","Amarillo, TX",Nevada,Texas,36.0861,-115.1611,35.2208,-101.7097
PIE,ABE,"St. Petersburg, FL","Allentown/Bethlehem/Easton, PA",Florida,Pennsylvania,27.9099,-82.6877,40.6511,-75.4422
PGD,BWI,"Punta Gorda, FL","Baltimore, MD",Florida,Maryland,26.9194,-81.993,39.1747,-76.6708
LAS,SDF,"Las Vegas, NV","Louisville, KY",Nevada,Kentucky,36.0861,-115.1611,38.1717,-85.7354
GJT,LAS,"Grand Junction, CO","Las Vegas, NV",Colorado,Nevada,39.1234,-108.5244,36.0861,-115.1611
AUS,PIT,"Austin, TX","Pittsburgh, PA",Texas,Pennsylvania,30.1935,-97.665,40.4918,-80.237
VPS,CVG,"Valparaiso, FL","Cincinnati, OH",Florida,Kentucky,30.4863,-86.5134,39.0499,-84.6652
PIE,GRR,"St. Petersburg, FL","Grand Rapids, MI",Florida,Michigan,27.9099,-82.6877,42.8766,-85.5363
SGF,AZA,"Springfield, MO","Phoenix, AZ",Missouri,Arizona,37.243,-93.3889,33.3059,-111.6526
PIE,XNA,"St. Petersburg, FL","Fayetteville, AR",Florida,Arkansas,27.9099,-82.6877,36.2798,-94.3026
FLL,IND,"Fort Lauderdale, FL","Indianapolis, IN",Florida,Indiana,26.072,-80.151,39.7163,-86.2951
FWA,PIE,"Fort Wayne, IN","St. Petersburg, FL",Indiana,Florida,40.9798,-85.1879,27.9099,-82.6877
TYS,PGD,"Knoxville, TN","Punta Gorda, FL",Tennessee,Florida,35.8096,-83.9989,26.9194,-81.993
LIT,LAX,"Little Rock, AR","Los Angeles, CA",Arkansas,California,34.7311,-92.2246,33.9422,-118.4214
BLI,OAK,"Bellingham, WA","Oakland, CA",Washington,California,48.7937,-122.536,37.7223,-122.217
LCK,VPS,"Columbus, OH","Valparaiso, FL",Ohio,Florida,39.8132,-82.9342,30.4863,-86.5134
USA,PIE,"Concord, NC","St. Petersburg, FL",North Carolina,Florida,35.673,-79.0393,27.9099,-82.6877
SRQ,PIA,"Sarasota/Bradenton, FL","Peoria, IL",Florida,Illinois,27.396,-82.5541,40.6652,-89.6968
LEX,SFB,"Lexington, KY","Sanford, FL",Kentucky,Florida,38.0348,-84.6049,28.776,-81.2412
GRR,PIE,"Grand Rapids, MI","St. Petersburg, FL",Michigan,Florida,42.8766,-85.5363,27.9099,-82.6877
